Date_Time,Vehicle_ID,Battery_Capacity_kWh,State_of_Charge_%,Energy_Consumption_Rate_kWh/km,Current_Latitude,Current_Longitude,Destination_Latitude,Destination_Longitude,Distance_to_Destination_km,Traffic_Data,Road_Conditions,Charging_Station_ID,Charging_Rate_kW,Queue_Time_mins,Station_Capacity_EV,Time_Spent_Charging_mins,Energy_Drawn_kWh,Session_Start_Hour,Fleet_Size,Fleet_Schedule,Temperature_C,Wind_Speed_m/s,Precipitation_mm,Weekday,Charging_Preferences,Weather_Conditions,Charging_Load_kW
1/1/2017 22:00,106,67.12315723304987,9.106698446794196,0.1,32.79345717790558,-96.79250589,32.788164584199045,-96.78718985,22.982834229726315,0,Good,2,55.97952078230783,1.7265906124626427,6,39.48416305423799,22.995185563639012,6,10,0,40,0.12032754436262655,2.8210090294994177,4,1,Cloudy,52.02563248484945
1/1/2017 23:00,106,100,25.640695953867382,0.1,32.77737798917461,-96.79402355,32.78494092886299,-96.80185941,4.328064367630965,0,Good,2,50.6627451974311,0.03809506192426601,6,64.47761339530416,43.66713276615694,6,50,0,27.026905934183276,2.0437249048870454,0.5232370680191935,3,1,Rain,56.87527856727126
1/2/2017 0:00,106,44.59920576404862,55.73098284531582,0.11837700839589411,32.77638318563494,-96.80467584,32.78081848661177,-96.80189264,9.0555438270858,1,Good,2,43.59580126663541,5.439955946282739,4,74.10231488499714,34.212430759113225,6,10,1,17.044311907674896,1.9161007293472438,0.8926584655112244,0,1,Cloudy,36.360693072395094
1/2/2017 1:00,106,91.79135417342756,54.487171342104276,0.16607640905088655,32.804108667533946,-96.79328985,32.78682525864478,-96.77854438,11.586736136218423,4,Good,2,62.52673216829662,8.032719261325212,4,75.45407446436658,38.54380465750416,6,10,0,40,8.828365147580806,0.06977106916921633,5,1,Clear,31.488990438892927
1/2/2017 2:00,106,86.68788951772507,8.326905044275637,0.1,32.79335112275207,-96.79165183,32.77567889663554,-96.81157062,1,0,Good,2,50.298640131018544,17.338408387951326,1,40.76561806439588,49.1602181860643,6,10,0,16.09202526235657,0.06050098017037251,3.7176896792072656,0,0,Clear,27.45911890285742
1/2/2017 3:00,106,58.4835336547525,41.30582094410592,0.1,32.774498332407305,-96.80956366,32.779978358342575,-96.79112446,14.252173167144402,3,Good,2,55.8095224467582,6.330365434503768,4,38.074392686952734,33.40150802248216,6,10,0,40,0.5080511522291947,1.696206118591858,1,0,Clear,50.31018120612064
1/2/2017 4:00,106,91.95342290845555,16.368541567690215,0.1,32.78631258520636,-96.79592588,32.762123245009334,-96.7856379,21.285762302163732,5,Good,2,53.90900983552417,1.9384561886151594,1,41.26093329341709,47.28986720434189,6,50,0,10.594624345506842,0.636549223667496,0.4962927359220499,2,0,Clear,55.69438603576201
1/2/2017 5:00,106,80.59678372094127,33.93486938681106,0.3,32.77910530876652,-96.79570752,32.78682957894853,-96.78924861,1.4482709179431656,2,Average,2,34.301357031195025,5.88727164014796,4,44.67246651598066,9.228733899752445,6,10,0,27.362867805037943,2.818168222804647,0.43615094453508935,4,0,Clear,68.34379168552218
1/2/2017 6:00,106,69.20290574153167,43.57465777266767,0.11236919548944235,32.79101269243949,-96.79654914,32.76744094249403,-96.81146835,18.741376444034024,2,Average,2,56.21902753327261,20.216667494564547,4,65.79571719656599,31.253339585489442,6,10,0,35.95940736644637,0.41532630206457977,7.338526638325749,3,0,Rain,32.17679940995987
1/2/2017 7:00,106,57.61844637112377,17.278491337772664,0.23843873090764564,32.756017138647515,-96.79333667,32.78595730688059,-96.78975421,2.6149520316077,0,Good,2,47.14726054643639,22.214775549383596,4,91.53077061734564,41.580244808687674,6,50,0,30.342390226499127,7.3949077675086645,1.4530311845757182,3,0,Clear,31.66257571702552
1/2/2017 8:00,106,83.49169240171561,19.955549015187994,0.1,32.7663497739148,-96.79946066,32.76122284645497,-96.79364141,5.4554995708126235,1,Good,2,52.714142034099496,4.403877358479183,6,97.01564750622668,41.7595351911033,6,10,1,20.191542334045167,1.630126795087034,3.9260810836735485,3,0,Cloudy,30.92981430844752
1/2/2017 9:00,106,64.43319824435115,9.443196052610366,0.3,32.77737387983697,-96.79686707,32.7718467436884,-96.82386809,34.42823421726061,1,Good,2,40.790992956262855,13.525210615546904,6,55.49303831595763,29.91228851521329,6,50,0,32.09358794529595,7.87386784501384,3.403835961342121,4,0,Clear,17.271844480617517
1/2/2017 10:00,106,54.33091044266276,10.254744280531124,0.1,32.78867175442018,-96.80813183,32.76773598038109,-96.77681502,8.337517780157292,2,Good,2,43.95504230694199,15.416840993250833,1,46.14635048210288,56.749334374628916,6,10,0,26.320100554696303,1.9911894103321441,1.0153723363500238,3,0,Clear,19.08243441509107
1/2/2017 11:00,106,69.70325021989397,14.446519438847591,0.22108671642873118,32.77646731268006,-96.78260567,32.763258708282,-96.78608091,27.34361347755735,3,Average,2,59.671004031174604,0.43414353710803205,2,79.81106100180052,35.2974273183575,6,100,0,23.601502529589215,0.32934530030652115,0.9240162927819185,0,0,Cloudy,46.095397929782315
1/2/2017 12:00,106,68.07801422738726,16.477317551012653,0.2682250526461437,32.78062354478579,-96.80600868,32.772794346593216,-96.79104602,12.734030954843375,3,Good,2,35.75067179934106,2.187756083744525,1,83.44687425650078,49.77132050430318,6,50,1,11.84913923544062,1.714225201986842,3.080360093651783,6,1,Storm,36.64384594462223
1/2/2017 13:00,106,75.99985917762936,11.513629384978099,0.1,32.772326062886656,-96.80505817,32.78635227459981,-96.79362998,1.718591918272926,4,Average,2,44.787474466520685,4.151482819929301,4,48.02065498065403,31.555668178420447,6,10,0,29.443026191235624,1.5883449405977446,2.0142358010269636,3,0,Clear,39.848356553171854
1/2/2017 14:00,106,72.35571507111362,8.560982563538992,0.22717451557123908,32.76309627465189,-96.78758589,32.77230431786781,-96.79809129,3.6038402972497665,0,Average,2,60.42955289780194,10.550518395308186,2,33.349653065389695,53.92418829287477,6,50,1,14.207006866222418,3.9419548229500627,3.513236511784946,1,0,Clear,36.82982800896985
1/2/2017 15:00,106,93.01339157924292,9.761830723300402,0.12093030593612525,32.78825054887381,-96.801789,32.77627361035252,-96.77515953,5.299097003537672,3,Good,2,61.44926912858207,0.8262348616086677,6,63.74368192800249,32.29188726887214,6,10,0,37.433101044012496,3.591280825510179,0.7618650436277867,2,0,Clear,43.15197306201397
1/2/2017 16:00,106,85.47598411997583,17.656551879859293,0.1,32.78099526169509,-96.80601236,32.78497319640465,-96.78153233,3.43865472202116,4,Good,2,48.49538523339524,1.761719350606036,4,69.78890437695641,30.202284506015296,6,50,0,24.398587886829876,2.142678015470247,0.4398619163597034,3,0,Cloudy,26.340120732559235
1/2/2017 17:00,106,72.42556747160373,20.594522414347804,0.1,32.77385168877969,-96.7949536,32.76372291358886,-96.7641261,45.79668425075957,3,Average,2,43.60097008964624,3.271851509917585,2,52.935190108408406,41.91784838461747,6,10,0,39.43970602532792,0.2653140277625808,4.4540052896834315,3,0,Clear,34.06177818627855
1/2/2017 18:00,106,61.392201297789086,5.977338747663255,0.3,32.773410310681626,-96.80806958,32.773995136774744,-96.80538308,8.273997717089854,2,Average,2,65.1388037072858,19.25353662061915,4,82.65250404256535,38.649983843718424,6,50,0,13.626143335895527,2.9598544239552416,2.6200301719970547,4,0,Cloudy,33.55383241137098
1/2/2017 19:00,106,92.82938589645917,26.015094824543937,0.20550810941472447,32.798805230398,-96.81205646,32.771208567866125,-96.80011723,1.5676236759276465,5,Average,2,57.84677605565559,1.0831931081093884,2,90.82371217697244,39.082789302790005,6,10,0,17.44459476547719,1.986443746364069,3.3703385809280366,1,0,Cloudy,46.11717169937767
1/2/2017 20:00,106,86.78298186747368,3.3447904358136875,0.1,32.77378424044171,-96.7832614,32.78242632636795,-96.79750509,5.680573771778217,1,Good,2,47.93145024354573,9.859366889819873,1,51.834812455350075,26.102137348564796,6,50,0,16.443082190553834,1.235085139449728,1.2030787860119372,5,0,Cloudy,40.250154228852274
1/2/2017 21:00,106,100,39.896094961350734,0.1336982593726429,32.774835152437156,-96.79504383,32.79392563311043,-96.82772438,1.6337865605356288,1,Good,2,49.491131809505674,15.233966896699243,4,56.441580420661,35.3801680910067,6,50,0,24.569699142494976,3.0798545052986688,2.694901754495128,2,0,Clear,30.67517277636411
1/2/2017 22:00,106,78.95229060345315,5.180452732496733,0.1412426460415753,32.76997118229018,-96.81666532,32.792966912015785,-96.79274925,8.489164121046752,3,Average,2,22.252588750342326,8.849689926527443,4,59.04376266042756,38.03946512177513,6,50,0,40,3.739019209974642,3.3502660806363647,4,0,Cloudy,41.526115011650546
1/2/2017 23:00,106,99.62656674021113,13.52194265096554,0.3,32.77636000227906,-96.78090112,32.75516910455298,-96.804965,9.593942954832173,4,Average,2,49.01368838354975,6.9281801496446525,4,57.51865798611589,39.84000905389437,6,50,1,35.44505772050881,3.6445352183443296,0.10562577179106333,1,0,Clear,34.87127181215165
1/3/2017 0:00,106,81.91224450222957,14.37195220657728,0.22467459760405561,32.77586842900126,-96.78644652,32.76760111323203,-96.80255798,17.26117734928054,2,Poor,2,56.5474651172385,1.086789383882757,4,52.113747055810634,18.63935059809442,6,50,0,30.95620472263398,3.8948580485881807,0.1167411396513661,1,0,Clear,19.79315986907853
1/3/2017 1:00,106,76.28885207446221,45.147510935547814,0.1,32.768487691897555,-96.81146811,32.773713680734446,-96.78689933,11.529004941931223,3,Good,2,59.14681212437084,2.1623403140030235,1,88.04161536179741,35.14092722364661,6,200,0,6.984719133134753,0.04346894061364589,0.47744846143709196,1,0,Clear,49.37889811268659
1/3/2017 2:00,106,52.35064076675087,33.48930764094135,0.12668185050070882,32.77902304028309,-96.78800556,32.78012862681012,-96.80724143,17.534862457943543,2,Good,2,47.23310417644396,8.490847215762795,4,47.73502904225534,29.543755382604488,6,10,0,13.860097289608646,1.8734566924815375,1.414945248826348,0,0,Storm,38.0680875272598
1/3/2017 3:00,106,85.82253693537969,31.84322449437173,0.3,32.78331634912616,-96.80020622,32.76577067210676,-96.79825341,1.63610357957738,0,Good,2,48.45063011468365,14.13475698029114,4,70.72434400728548,48.15711240607176,6,100,0,21.274149861544608,1.819550070260454,3.228398211004041,6,0,Rain,36.319488306529834
1/3/2017 4:00,106,62.34870114961073,20.65958101130099,0.1,32.78599543838351,-96.80161597,32.776277396398214,-96.80074763,2.376286898691386,2,Good,2,50.13264815290042,5.808364386976683,4,58.046523265167345,39.45388452036595,6,10,0,19.412210019978758,4.958094107149848,0.6366126347988931,5,0,Cloudy,28.10557040958045
1/3/2017 5:00,106,67.3001189190425,43.21891447858084,0.1,32.783845812526685,-96.79852158,32.766423534656816,-96.79865262,10.986569092415532,2,Average,2,59.364635084684956,12.580920832306157,2,46.86398006472087,50.60211378115734,6,10,0,27.854909838131793,0.04943027218754274,0.1906200377531188,1,0,Clear,54.66251562397265
1/3/2017 6:00,106,74.34694796289753,13.205379952211981,0.1,32.768453401724585,-96.80249057,32.7758816612638,-96.79336692,3.0370289579270464,0,Good,2,45.76378415168034,9.807895305782244,2,73.6151519459568,28.505129284632904,6,50,0,13.690387053344278,0.408258733449767,0.9702030758468838,4,0,Clear,33.59669586963899
1/3/2017 7:00,106,70.8704863463041,46.55339781173502,0.18754605430685725,32.77044900229167,-96.77866217,32.77149578855336,-96.8029307,1.7648457922013014,3,Good,2,68.26694048659826,0.15386379666901462,4,46.987516393165606,41.73208288055724,6,10,0,8.702020569661599,0.7416545380680828,0.2100313813499988,2,0,Clear,41.82930570124226
1/3/2017 8:00,106,51.55399808120231,56.63637879903417,0.3,32.795144407774934,-96.80630568,32.779509676073765,-96.79155878,3.4486517985097263,2,Good,2,33.7562138285886,2.0516582413928903,4,59.001678658110485,41.30567108652858,6,10,0,28.36458663478026,5.3090009794174176,4.143281162528548,1,0,Cloudy,45.23830290594279
1/3/2017 9:00,106,63.065535117944805,2.9562757683012424,0.21604706739688329,32.77681017779265,-96.79561843,32.77105667211303,-96.79782334,15.215622434169129,1,Good,2,55.96905212112562,7.658144970510187,4,44.378344247353446,45.4748891547068,6,10,0,24.940674197939025,2.323189888902138,2.678767084042711,0,0,Cloudy,28.33501633630421
1/3/2017 10:00,106,88.95876601156652,58.61286541189945,0.1,32.7816420874638,-96.79885205,32.76367443478236,-96.80035469,15.363759880412237,4,Average,2,55.364118532998354,14.065129947418423,4,64.0995878261147,50.95242586145622,6,10,0,25.34175689526472,0.21347888981145077,3.380235052578736,0,0,Clear,48.28993939729584
1/3/2017 11:00,106,85.16651114510012,22.743058862196925,0.3,32.77483685613058,-96.80164016,32.77708488399272,-96.80316012,2.6118073806542808,1,Average,2,52.10849221008619,0.4702394489557518,4,51.641250331207466,34.814909693541125,6,100,0,27.3406373252568,2.7527874676062587,0.6067341468462446,2,1,Clear,41.66801380266896
1/3/2017 12:00,106,85.47660388816442,25.380717376177497,0.3,32.76331941246729,-96.79082817,32.77865277112155,-96.79505674,29.662460091106677,5,Good,2,58.5084718378535,2.600594778891355,6,69.90940789889092,47.55578830061905,6,10,0,27.193808624013535,2.9900693937863014,0.9877821467653877,5,0,Cloudy,43.297451495732496
1/3/2017 13:00,106,77.60403095497207,18.551844457974816,0.27695508983953915,32.768192425416345,-96.80344515,32.76935609106793,-96.79257713,38.789001661238245,0,Poor,2,40.771661792295745,2.0919923248100307,4,50.6013974336863,45.422403633061464,6,100,0,14.226378457175588,0.1787538796536782,0.19790421437602657,4,0,Clear,22.201037683954542
1/3/2017 14:00,106,84.93426770428593,20.88447951590912,0.10430712907230882,32.76846119970948,-96.79884699,32.76986981619627,-96.81274329,13.423151862869801,2,Average,2,38.517175122571466,2.4508910171711062,1,71.3590046597898,33.754051585907085,6,10,1,20.06187229464812,1.6220410356663255,4.440159013795713,4,0,Clear,37.56176535347768
1/3/2017 15:00,106,78.61683243880694,38.730755015864645,0.20526200214112414,32.783203559804825,-96.79809603,32.774793287160406,-96.79617576,12.911052029228916,1,Good,2,46.238979897584734,2.083282389921183,2,82.29337630641838,33.77397169327013,6,10,0,25.193427739213618,0.37886899594204904,4.385747748613117,2,0,Clear,35.89446368983839
1/3/2017 16:00,106,72.47692367851373,5.557102382875555,0.1,32.76672788031792,-96.79455605,32.77232596941935,-96.79973425,14.432685226761956,2,Poor,2,50.08458723698855,1.5911486477603027,4,60.65628387969399,51.01237289889155,6,50,0,36.80338032689022,0.5234332090518486,0.22331430141360556,1,0,Clear,41.93640232168942
1/3/2017 17:00,106,92.47152968256786,8.299062159062892,0.3,32.763511572990055,-96.8039661,32.7564707106355,-96.7848914,57.1174228895952,4,Average,2,53.46856951045859,1.8693442790468873,4,81.52552180576325,36.70929705606726,6,200,0,26.550618957500017,1.9017144735336655,1.0643695097152852,2,0,Clear,22.641930447191847
1/3/2017 18:00,106,71.3137846885944,6.492798989373773,0.1,32.76631715835107,-96.8031227,32.78643804886841,-96.80196752,46.82401571662236,2,Good,2,51.8815861899898,5.501178965995628,2,49.19880112491423,44.238753170972394,6,10,0,23.04011770032216,2.1811553058467044,0.013154598782663788,3,0,Clear,27.5347318577212
1/3/2017 19:00,106,63.45498339500838,54.00390665278678,0.186511404422993,32.758662350719206,-96.7808779,32.77016869583648,-96.78916286,32.89532291161731,4,Good,2,60.123734457946995,22.736754762898453,4,71.1341058737095,40.10393979839371,6,10,0,29.565904874914914,0.40458083804166,0.37069602156125225,4,0,Cloudy,24.720887263312896
1/3/2017 20:00,106,93.18258513199689,53.301495687362674,0.1,32.76940109016608,-96.78024244,32.772253672253434,-96.78989078,10.224073910941453,3,Good,2,59.345566961002305,6.458962862743115,6,47.22803386678126,31.159198653644903,6,10,0,27.816492059920126,0.7828568976964806,2.533789965758429,0,0,Clear,31.429105842672996
1/3/2017 21:00,106,93.50245206814586,20.148729652042913,0.1,32.794514345043794,-96.79184864,32.78826690091223,-96.80442896,22.89405354880597,1,Good,2,51.009436680992735,2.332230913186988,4,62.353091645456644,35.55368674317137,6,100,0,32.58565372416872,3.7581251259338546,1.1132424699171535,6,0,Cloudy,30.40138316739467
1/3/2017 22:00,106,51.38767069583918,30.870692147683798,0.27234706978269957,32.79088348695867,-96.7859735,32.77997499585926,-96.80214603,1,0,Average,2,46.82567680481519,0.20067743677343472,4,32.41353203610236,30.54994291052218,6,10,0,25.540357704816813,1.1448706957515178,1.6984637941876102,4,0,Clear,25.89620461947873
1/3/2017 23:00,106,84.56929414837334,50.38767275655538,0.1,32.79040872714869,-96.80050291,32.767831224284144,-96.80167113,42.572547178814766,4,Average,2,70.87991498274562,2.056267338167181,1,71.90227360154539,40.85238688575134,6,10,0,24.768439249429647,3.063148107575357,0.17044558334131404,5,0,Clear,20.632911832336717
1/4/2017 0:00,106,44.33365467270128,48.64345357140781,0.10954577518903214,32.774487792560876,-96.79643178,32.769844420385866,-96.78139868,6.979739340944003,2,Good,2,55.74117905061784,5.83598097851799,4,71.42184488131002,52.07812849032801,6,100,0,40,0.21010123034741468,2.7756569568385183,6,1,Cloudy,42.70454172136661
1/4/2017 1:00,106,91.04221329295396,52.03975535359292,0.1,32.76497827527001,-96.78781316,32.77439651299881,-96.81010552,5.263592499998507,3,Average,2,57.022867471769466,4.314803443106487,2,80.60429525682142,28.6192908006873,6,50,0,14.797192885271865,5.3719735838779235,0.924549898645698,4,0,Clear,35.58408595321212
1/4/2017 2:00,106,60.99355738631925,17.15134034906326,0.1,32.76143615735915,-96.81530129,32.78508101868015,-96.80534171,19.71172672952789,0,Average,2,26.174241099022176,5.570834928207659,4,55.20804761549101,41.7823783672495,6,10,1,18.350923260090983,0.3101934384373059,0.6554404952075248,0,0,Cloudy,44.610302436390036
1/4/2017 3:00,106,86.76312281480908,19.172894596489048,0.17820161892293335,32.76677126939745,-96.81037365,32.786706463634175,-96.79256308,29.592707166633534,3,Poor,2,48.409526403870146,0.4377917856989415,4,76.03836459002297,38.10715211100944,6,200,0,22.442140937110118,5.214695889150379,1.4241899018405944,5,0,Clear,50.379365205696644
1/4/2017 4:00,106,65.77686360874034,2.2206274177399723,0.1,32.77171885869676,-96.79095879,32.77496594765163,-96.79803142,2.4143457610091907,2,Average,2,32.52625773425865,5.328441882919677,6,53.4189789154088,46.36939333471233,6,10,0,27.96860048472508,3.3041566129886224,0.43152316987549744,4,0,Clear,51.36703019030816
1/4/2017 5:00,106,79.99338660733395,7.331717898585517,0.11424096854636578,32.78192579852355,-96.80404152,32.783924286627645,-96.81189116,36.42703974417417,2,Good,2,41.82465709947952,5.141705365846403,6,57.1040049182988,49.055407455541435,6,10,0,40,0.3610029894600402,1.9229004687265783,4,0,Clear,41.17538574620291
1/4/2017 6:00,106,54.28924463591621,27.395535376283615,0.1068038703903867,32.78449541385351,-96.7921029,32.76760088948296,-96.79714245,44.028563230188226,1,Average,2,39.971463760124294,0.13545512956496522,4,59.018834913050775,47.672356980237126,6,50,0,15.669422453240319,4.205755408157912,0.6454007107681219,2,0,Clear,33.07474873519023
1/4/2017 7:00,106,70.7879056270987,37.69730121948779,0.1,32.77366201914248,-96.79897455,32.786443820205506,-96.80778963,12.225354455309486,7,Poor,2,49.432952290310105,4.253176888684035,4,65.3488185265665,42.19176659796365,6,50,0,36.550016352687436,0.04358036334636891,2.943776044535737,1,0,Clear,56.20177994631548
1/4/2017 8:00,106,74.10274104507496,22.216520108225733,0.14471908536148645,32.768625672034176,-96.81097598,32.785641751692054,-96.7878532,9.597436480342402,0,Average,2,49.66218535390213,5.471025474223602,6,71.61965060443745,32.848799300716514,6,10,0,24.757154064446375,13.874991866118087,11.61854040356053,4,0,Rain,44.41604312788513
1/4/2017 9:00,106,89.41760649627533,14.038552788723468,0.3,32.77275853473745,-96.7973175,32.77661327746415,-96.79691042,8.9047585039503,2,Good,2,39.911228306216266,2.9584768704249194,6,55.980417252484095,28.997532026939876,6,10,0,23.257255442682972,3.055742643965735,0.5962178865595548,6,0,Clear,34.12105649035437
1/4/2017 10:00,106,100,17.751484626135603,0.22920569556536718,32.77098926390082,-96.7893193,32.77412715498175,-96.81563079,27.89690994583531,2,Good,2,46.75181819801512,9.75195511463647,4,62.50585974043591,21.038931227800997,6,10,0,33.5001517110349,0.9466191933766663,0.8467555230503325,0,0,Clear,28.47708581300023
